radius,rdf
1.585000,0.000000
1.595000,0.000000
1.605000,0.000000
1.615000,0.000000
1.625000,0.000000
1.635000,0.000000
1.645000,0.000000
1.655000,0.000000
1.665000,0.000000
1.675000,0.000000
1.685000,0.000000
1.695000,0.000000
1.705000,0.000000
1.715000,0.000000
1.725000,0.000000
1.735000,0.000000
1.745000,0.000000
1.755000,0.000000
1.765000,0.000000
1.775000,0.000000
1.785000,0.000000
1.795000,0.000000
1.805000,0.000000
1.815000,0.000000
1.825000,0.000000
1.835000,0.000000
1.845000,0.000000
1.855000,0.000000
1.865000,0.000000
1.875000,0.000000
1.885000,0.000000
1.895000,0.000000
1.905000,0.000000
1.915000,0.000000
1.925000,0.000000
1.935000,0.000000
1.945000,0.000000
1.955000,0.000000
1.965000,0.000000
1.975000,0.000000
1.985000,0.000000
1.995000,0.000000
2.005000,0.000000
2.015000,0.000000
2.025000,0.000000
2.035000,0.000000
2.045000,0.000000
2.055000,0.000000
2.065000,0.000000
2.075000,0.000000
2.085000,0.000000
2.095000,0.000000
2.105000,0.000000
2.115000,0.000000
2.125000,0.000000
2.135000,0.000000
2.145000,0.000000
2.155000,0.000000
2.165000,0.000000
2.175000,0.000000
2.185000,0.000000
2.195000,0.000000
2.205000,0.000000
2.215000,0.000000
2.225000,0.000000
2.235000,0.000000
2.245000,0.000000
2.255000,0.000000
2.265000,0.000000
2.275000,0.000000
2.285000,0.000000
2.295000,0.000000
2.305000,0.000000
2.315000,0.000000
2.325000,0.000000
2.335000,0.000000
2.345000,0.000000
2.355000,0.000000
2.365000,0.000000
2.375000,0.000000
2.385000,0.000000
2.395000,0.000000
2.405000,0.000000
2.415000,0.000000
2.425000,0.000000
2.435000,0.000000
2.445000,0.000000
2.455000,0.000000
2.465000,0.000000
2.475000,0.000000
2.485000,0.000000
2.495000,0.000000
2.505000,0.000000
2.515000,0.000000
2.525000,0.000000
2.535000,0.000000
2.545000,0.000000
2.555000,0.000000
2.565000,0.000000
2.575000,0.000000
2.585000,0.000000
2.595000,0.000000
2.605000,0.000000
2.615000,0.000000
2.625000,0.000000
2.635000,0.000000
2.645000,0.000000
2.655000,0.000000
2.665000,0.000000
2.675000,0.000000
2.685000,0.000000
2.695000,0.000000
2.705000,0.000000
2.715000,0.000000
2.725000,0.000000
2.735000,0.000000
2.745000,0.000000
2.755000,0.000000
2.765000,0.000000
2.775000,0.000000
2.785000,0.000000
2.795000,0.000000
2.805000,0.000000
2.815000,0.000000
2.825000,0.000000
2.835000,0.000000
2.845000,0.000000
2.855000,0.000000
2.865000,0.000000
2.875000,0.000000
2.885000,0.000000
2.895000,0.000000
2.905000,0.000000
2.915000,0.000000
2.925000,0.000000
2.935000,0.000000
2.945000,0.000000
2.955000,0.000000
2.965000,0.000000
2.975000,0.000000
2.985000,0.000000
2.995000,0.000000
3.005000,0.000000
3.015000,0.000000
3.025000,0.000000
3.035000,0.000000
3.045000,0.000000
3.055000,0.000000
3.065000,0.000000
3.075000,0.000000
3.085000,0.000000
3.095000,0.000000
3.105000,0.000000
3.115000,0.000000
3.125000,0.000000
3.135000,0.000000
3.145000,0.000000
3.155000,0.000000
3.165000,0.000000
3.175000,0.000000
3.185000,0.000000
3.195000,0.000000
3.205000,0.000000
3.215000,0.000000
3.225000,0.000000
3.235000,0.000000
3.245000,0.000000
3.255000,0.000000
3.265000,0.000000
3.275000,0.000000
3.285000,0.000000
3.295000,0.000000
3.305000,0.000000
3.315000,0.000000
3.325000,0.000000
3.335000,0.000000
3.345000,0.000000
3.355000,0.000000
3.365000,0.000000
3.375000,0.000000
3.385000,0.000000
3.395000,0.000000
3.405000,0.000000
3.415000,0.000000
3.425000,0.000000
3.435000,0.000000
3.445000,0.000000
3.455000,0.000000
3.465000,0.000000
3.475000,0.000000
3.485000,0.000000
3.495000,0.000000
3.505000,0.000000
3.515000,0.000000
3.525000,0.000000
3.535000,0.000000
3.545000,0.000000
3.555000,0.000000
3.565000,0.000000
3.575000,0.000000
3.585000,1.753013
3.595000,1.743274
3.605000,0.000000
3.615000,0.000000
3.625000,0.000000
3.635000,0.000000
3.645000,0.000000
3.655000,0.000000
3.665000,0.838659
3.675000,0.000000
3.685000,1.503614
3.695000,0.979802
3.705000,0.820648
3.715000,0.000000
3.725000,3.247438
3.735000,1.968325
3.745000,1.255018
3.755000,3.195756
3.765000,0.000000
3.775000,2.766735
3.785000,0.786324
3.795000,0.782186
3.805000,2.334239
3.815000,0.000000
3.825000,0.769964
3.835000,1.531908
3.845000,1.928749
3.855000,2.250393
3.865000,0.000000
3.875000,1.500445
3.885000,0.746365
3.895000,1.485075
3.905000,1.108109
3.915000,1.469941
3.925000,1.462460
3.935000,1.455037
3.945000,2.171504
3.955000,2.160537
3.965000,0.000000
3.975000,2.495326
3.985000,0.709377
3.995000,0.705830
4.005000,0.702309
4.015000,0.698815
4.025000,0.695347
4.035000,0.000000
4.045000,0.688488
4.055000,1.370193
4.065000,0.000000
4.075000,4.748717
4.085000,0.675071
4.095000,1.343556
4.105000,1.337018
4.115000,0.000000
4.125000,1.324084
4.135000,1.317687
4.145000,0.000000
4.155000,0.000000
4.165000,0.000000
4.175000,7.109076
4.185000,0.643195
4.195000,0.000000
4.205000,0.000000
4.215000,0.634072
4.225000,0.631074
4.235000,0.628097
4.245000,0.625141
4.255000,0.622206
4.265000,1.238584
4.275000,0.616398
4.285000,0.613524
4.295000,1.832012
4.305000,1.215674
4.315000,1.815069
4.325000,1.204457
4.335000,1.742161
4.345000,0.055940
4.355000,4.157719
4.365000,1.145531
4.375000,0.625326
4.385000,1.757582
4.395000,0.583198
4.405000,0.580553
4.415000,0.577926
4.425000,0.575317
4.435000,4.581801
4.445000,0.000000
4.455000,0.567594
4.465000,0.565055
4.475000,0.562532
4.485000,0.560026
4.495000,0.000000
4.505000,0.000000
4.515000,0.552609
4.525000,0.550169
4.535000,1.352247
4.545000,1.380387
4.555000,1.085892
4.565000,0.540570
4.575000,1.076419
4.585000,0.803796
4.595000,1.333836
4.605000,0.531220
4.615000,0.528920
4.625000,0.526635
4.635000,1.048731
4.645000,0.522110
4.655000,0.000000
4.665000,2.070571
4.675000,0.515431
4.685000,1.026465
4.695000,0.511049
4.705000,1.669758
4.715000,3.911263
4.725000,1.261449
4.735000,1.004901
4.745000,0.500335
4.755000,0.000000
4.765000,0.248072
4.775000,0.494068
4.785000,1.476015
4.795000,1.469865
4.805000,1.280784
4.815000,1.882836
4.825000,1.451644
4.835000,0.963764
4.845000,1.919579
4.855000,0.477920
4.865000,0.951914
4.875000,1.422019
4.885000,0.944135
4.895000,0.940282
4.905000,1.404678
4.915000,0.466323
4.925000,1.625508
4.935000,0.925101
4.945000,0.460682
4.955000,0.458824
4.965000,0.000000
4.975000,0.455142
4.985000,1.359955
4.995000,0.451505
5.005000,0.899405
5.015000,0.895822
5.025000,0.446130
5.035000,1.333079
5.045000,0.442600
5.055000,0.440850
5.065000,0.439111
5.075000,0.437382
5.085000,1.306992
5.095000,2.603732
5.105000,0.432257
5.115000,0.430568
5.125000,0.000000
5.135000,0.427221
5.145000,1.276686
5.155000,0.000000
5.165000,0.844545
5.175000,0.420642
5.185000,0.838042
5.195000,1.252229
5.205000,4.573879
5.215000,1.242642
5.225000,1.650520
5.235000,1.644221
5.245000,0.818978
5.255000,1.631729
5.265000,0.406384
5.275000,0.404845
5.285000,0.403314
5.295000,0.803584
5.305000,1.200837
5.315000,1.993870
5.325000,1.191833
5.335000,1.583159
5.345000,0.394310
5.355000,0.785678
5.365000,4.305134
5.375000,0.389921
5.385000,0.000000
5.395000,0.387035
5.405000,0.385604
5.415000,1.152545
5.425000,1.148300
5.435000,0.000000
5.445000,0.759920
5.455000,0.000000
5.465000,0.377184
5.475000,0.000000
5.485000,0.374438
5.495000,0.373077
5.505000,1.103551
5.515000,1.122701
5.525000,0.000000
5.535000,0.000000
5.545000,0.000000
5.555000,0.000000
5.565000,1.136719
5.575000,2.129372
5.585000,0.699727
5.595000,0.022491
5.605000,0.717154
5.615000,0.714602
5.625000,0.712063
5.635000,0.709538
5.645000,0.707026
5.655000,1.761320
5.665000,1.404086
5.675000,3.497854
5.685000,0.348556
5.695000,2.480174
5.705000,0.989677
5.715000,1.034719
5.725000,0.687405
5.735000,0.685010
5.745000,0.000000
5.755000,0.000000
5.765000,0.000000
5.775000,0.337777
5.785000,0.673220
5.795000,0.335449
5.805000,1.337177
5.815000,1.332582
5.825000,0.332003
5.835000,0.330866
5.845000,0.000000
5.855000,0.985827
5.865000,0.000000
5.875000,0.326376
5.885000,0.975802
5.895000,0.972494
5.905000,0.323068
5.915000,1.609882
5.925000,0.320890
5.935000,0.639620
5.945000,0.318735
5.955000,1.270662
5.965000,5.382220
5.975000,0.631085
5.985000,0.628978
5.995000,0.940321
6.005000,0.937192
6.015000,0.934079
6.025000,1.861961
6.035000,0.927898
6.045000,1.233107
6.055000,1.536297
6.065000,1.531235
6.075000,1.831438
6.085000,1.216949
6.095000,1.516198
6.105000,1.208988
6.115000,1.205037
6.125000,1.501382
6.135000,1.496492
6.145000,2.237438
6.155000,0.892069
6.165000,1.481963
6.175000,0.000000
6.185000,0.736197
6.195000,2.412440
6.205000,1.691499
6.215000,1.166571
6.225000,0.581413
6.235000,0.869324
6.245000,1.155390
6.255000,1.727548
6.265000,6.888149
6.275000,2.002645
6.285000,0.855548
6.295000,0.852832
6.305000,0.566752
6.315000,0.282479
6.325000,0.563174
6.335000,0.561397
6.345000,0.000000
6.355000,0.278935
6.365000,0.278059
6.375000,1.385936
6.385000,1.934237
6.395000,1.101824
6.405000,1.922176
6.415000,0.821224
6.425000,0.818669
6.435000,0.816127
6.445000,1.355994
6.455000,0.540718
6.465000,1.617140
6.475000,1.343457
6.485000,0.443649
6.495000,1.560511
6.505000,0.532438
6.515000,0.265402
6.525000,0.529179
6.535000,0.000000
6.545000,0.000000
6.555000,0.000000
6.565000,0.522750
6.575000,0.130290
6.585000,0.259790
6.595000,0.259002
6.605000,1.032875
6.615000,3.089264
6.625000,0.000000
6.635000,2.814779
6.645000,0.255119
6.655000,0.508707
6.665000,0.507181
6.675000,1.011325
6.685000,0.504151
6.695000,0.251323
6.705000,0.501148
6.715000,1.249141
6.725000,0.996343
6.735000,0.372520
6.745000,0.247611
6.755000,0.864074
6.765000,0.246149
6.775000,0.490846
6.785000,0.244700
6.795000,1.219901
6.805000,2.919164
6.815000,0.485101
6.825000,0.483680
6.835000,0.482266
6.845000,0.240429
6.855000,0.719184
6.865000,0.717090
6.875000,0.000000
6.885000,0.475287
6.895000,0.236954
6.905000,0.472537
6.915000,0.471172
6.925000,0.234906
6.935000,1.654242
6.945000,2.087397
6.955000,1.164419
6.965000,1.857724
6.975000,1.852401
6.985000,1.298743
6.995000,0.546791
7.005000,1.377426
7.015000,0.915668
7.025000,0.456532
7.035000,0.455235
7.045000,0.680915
7.055000,0.678986
7.065000,0.225688
7.075000,0.225051
7.085000,0.224416
7.095000,0.783243
7.105000,0.781040
7.115000,0.222527
7.125000,0.443807
7.135000,0.442563
7.145000,0.441325
7.155000,1.540324
7.165000,0.658298
7.175000,1.750571
7.185000,0.872851
7.195000,0.652819
7.205000,0.651009
7.215000,0.649205
7.225000,0.863213
7.235000,0.860828
7.245000,1.502293
7.255000,1.926199
7.265000,2.454483
7.275000,1.702776
7.285000,0.225529
7.295000,1.362700
7.305000,0.422205
7.315000,0.842102
7.325000,2.414438
7.335000,0.837516
7.345000,1.252856
7.355000,0.624726
7.365000,0.830707
7.375000,1.242684
7.385000,1.549151
7.395000,1.029976
7.405000,4.943381
7.415000,1.421393
7.425000,0.817336
7.435000,1.426493
7.445000,1.829138
7.455000,0.709425
7.465000,1.212900
7.475000,1.017498
7.485000,0.392717
7.495000,0.300802
7.505000,0.300001
7.515000,1.196814
7.525000,1.392575
7.535000,0.198412
7.545000,1.088373
7.555000,0.592087
7.565000,0.885785
7.575000,1.374251
7.585000,0.979022
7.595000,1.244968
7.605000,0.511286
7.615000,0.971323
7.625000,0.193755
7.635000,0.579744
7.645000,0.578229
7.655000,0.192240
7.665000,0.000000
7.675000,0.382478
7.685000,0.190742
7.695000,1.141478
7.705000,0.948764
7.715000,1.040937
7.725000,1.982101
7.735000,1.129702
7.745000,1.502383
7.755000,0.374628
7.765000,1.307822
7.775000,5.217839
7.785000,0.371746
7.795000,0.741585
7.805000,1.849216
7.815000,2.028935
7.825000,0.735910
7.835000,1.115386
7.845000,0.889463
7.855000,1.837160
7.865000,0.546333
7.875000,0.726595
7.885000,1.087130
7.895000,1.084377
7.905000,0.540818
7.915000,0.000000
7.925000,0.179364
7.935000,0.178912
7.945000,0.178462
7.955000,1.955368
7.965000,0.535475
7.975000,0.442805
7.985000,2.473498
7.995000,1.233657
8.005000,0.351593
8.015000,0.526075
8.025000,0.699686
8.035000,0.523459
8.045000,0.696212
8.055000,0.347242
8.065000,1.212335
8.075000,0.863810
8.085000,1.206345
8.095000,2.186473
8.105000,1.055708
8.115000,0.705635
8.125000,0.170642
8.135000,0.000000
8.145000,1.188637
8.155000,1.016335
8.165000,0.512204
8.175000,1.006100
8.185000,0.504449
8.195000,0.167740
8.205000,0.501993
8.215000,0.834619
8.225000,0.333036
8.235000,0.498342
8.245000,0.662845
8.255000,0.495930
8.265000,0.494731
8.275000,0.329024
8.285000,1.066748
8.295000,1.555336
8.305000,2.123232
8.315000,0.814665
8.325000,0.812709
8.335000,0.972912
8.345000,0.647054
8.355000,0.806883
8.365000,0.643964
8.375000,0.481820
8.385000,0.080112
8.395000,0.639370
8.405000,0.637849
8.415000,1.909002
8.425000,1.190296
8.435000,1.424970
8.445000,0.552843
8.455000,0.945491
8.465000,0.628839
8.475000,0.705775
8.485000,1.329991
8.495000,2.107368
8.505000,1.713079
8.515000,0.776845
8.525000,1.085032
8.535000,0.695887
8.545000,2.237058
8.555000,1.539194
8.565000,0.844581
8.575000,2.144832
8.585000,0.840651
8.595000,0.762451
8.605000,1.673495
8.615000,0.455349
8.625000,1.438596
8.635000,1.208645
8.645000,1.281216
8.655000,1.569625
8.665000,1.584758
8.675000,1.197525
8.685000,0.896076
8.695000,0.596011
8.705000,0.594642
8.715000,0.296639
8.725000,0.665909
8.735000,0.221462
8.745000,0.441911
8.755000,0.220451
8.765000,0.586529
8.775000,1.259537
8.785000,1.370706
8.795000,1.456337
8.805000,0.871818
8.815000,1.884656
8.825000,0.289290
8.835000,0.288636
8.845000,0.143992
8.855000,1.293001
8.865000,0.430028
8.875000,0.572080
8.885000,0.570793
8.895000,0.996643
8.905000,0.568232
8.915000,0.637828
8.925000,0.848532
8.935000,1.552162
8.945000,1.055927
8.955000,1.404760
8.965000,0.140163
8.975000,0.699253
8.985000,0.697698
8.995000,1.253065
9.005000,1.736505
9.015000,0.900980
9.025000,1.106443
9.035000,0.275999
9.045000,0.275389
9.055000,1.616484
9.065000,1.951355
9.075000,1.641426
9.085000,0.545938
9.095000,0.544738
9.105000,0.679428
9.115000,0.542351
9.125000,0.541162
9.135000,0.339596
9.145000,0.469344
9.155000,0.470419
9.165000,0.402337
9.175000,0.468370
9.185000,0.667644
9.195000,1.865340
9.205000,0.598272
9.215000,0.596974
9.225000,1.191361
9.235000,1.386912
9.245000,1.054410
9.255000,0.394550
9.265000,0.393699
9.275000,0.654750
9.285000,1.306681
9.295000,1.369065
9.305000,1.301070
9.315000,0.649139
9.325000,1.619369
9.335000,1.680537
9.345000,0.322489
9.355000,0.386160
9.365000,0.578003
9.375000,0.448600
9.385000,1.087136
9.395000,1.531515
9.405000,1.846647
9.415000,0.381254
9.425000,0.634075
9.435000,1.690580
9.445000,1.343683
9.455000,0.756069
9.465000,1.634691
9.475000,2.007682
9.485000,1.502588
9.495000,1.374473
9.505000,0.748136
9.515000,1.493128
9.525000,4.035402
9.535000,0.619530
9.545000,0.341960
9.555000,1.139409
9.565000,0.492520
9.575000,0.245746
9.585000,0.613083
9.595000,0.489445
9.605000,0.244213
9.615000,0.913895
9.625000,1.033596
9.635000,1.334820
9.645000,0.544931
9.655000,1.752253
9.665000,1.205951
9.675000,0.902595
9.685000,1.200976
9.695000,1.464416
9.705000,1.169868
9.715000,1.074213
9.725000,0.833782
9.735000,1.760718
9.745000,2.157460
9.755000,1.479752
9.765000,2.303687
9.775000,1.414755
9.785000,1.764831
9.795000,0.117415
9.805000,0.351528
9.815000,0.584686
9.825000,0.408448
9.835000,0.582311
9.845000,1.394708
9.855000,0.695939
9.865000,0.578774
9.875000,0.346562
9.885000,0.230574
9.895000,1.208067
9.905000,1.607506
9.915000,1.718855
9.925000,1.029236
9.935000,1.141294
9.945000,1.025100
9.955000,0.341014
9.965000,0.680660
9.975000,1.358591
9.985000,0.903914
9.995000,1.296778
10.005000,2.307029
10.015000,1.123134
10.025000,1.232984
10.035000,1.099435
10.045000,0.465763
10.055000,0.334265
10.065000,0.889602
10.075000,0.221959
10.085000,0.332279
10.095000,0.663242
10.105000,0.827412
10.115000,1.321244
10.125000,0.329659
10.135000,0.383843
10.145000,1.546030
10.155000,1.297201
10.165000,1.199255
10.175000,1.196898
10.185000,2.551992
10.195000,0.975442
10.205000,0.324510
10.215000,0.431834
10.225000,0.969727
10.235000,0.215074
10.245000,0.214654
10.255000,1.178297
10.265000,2.146539
10.275000,0.898625
10.285000,1.171433
10.295000,1.169159
10.305000,2.121619
10.315000,0.635252
10.325000,1.162374
10.335000,1.371058
10.345000,0.315787
10.355000,0.840472
10.365000,2.359268
10.375000,1.255852
10.385000,1.148982
10.395000,0.677638
10.405000,0.728362
10.415000,0.778890
10.425000,3.005933
10.435000,0.982816
10.445000,0.722794
10.455000,0.824471
10.465000,0.925758
10.475000,0.718660
10.485000,0.717290
10.495000,0.715923
10.505000,0.612481
10.515000,0.967918
10.525000,0.508463
10.535000,1.319495
10.545000,0.810458
10.555000,0.505577
10.565000,1.059702
10.575000,1.158432
10.585000,0.717940
10.595000,0.838891
10.605000,1.009466
10.615000,0.891969
10.625000,1.546704
10.635000,1.294797
10.645000,0.596477
10.655000,0.893036
10.665000,0.544721
10.675000,0.691983
10.685000,0.789359
10.695000,0.613995
10.705000,1.304031
10.715000,1.275535
10.725000,1.175222
10.735000,0.621647
10.745000,1.651084
10.755000,1.823012
10.765000,0.680461
10.775000,0.873256
10.785000,1.452728
10.795000,1.401704
10.805000,0.771923
10.815000,1.300212
10.825000,1.442012
10.835000,0.383827
10.845000,2.011378
10.855000,1.099440
10.865000,0.858848
10.875000,0.714391
10.885000,0.760618
10.895000,0.361817
10.905000,0.491406
10.915000,0.850998
10.925000,1.038205
10.935000,1.218839
10.945000,1.463461
10.955000,0.938661
10.965000,1.218034
10.975000,1.309340
10.985000,1.587019
10.995000,1.164804
11.005000,1.860302
11.015000,1.578387
11.025000,2.177931
11.035000,0.786335
11.045000,0.738741
11.055000,0.460878
11.065000,0.552054
11.075000,1.285802
11.085000,0.550064
11.095000,0.640585
11.105000,0.182695
11.115000,0.455916
11.125000,0.819174
11.135000,1.317410
11.145000,0.725543
11.155000,0.814773
11.165000,0.587394
11.175000,0.541240
11.185000,0.675340
11.195000,0.814579
11.205000,0.443013
11.215000,0.358257
11.225000,0.804643
11.235000,0.356983
11.245000,0.489979
11.255000,1.936981
11.265000,1.503559
11.275000,1.349973
11.285000,1.198311
11.295000,1.456951
11.305000,1.586590
11.315000,0.967870
11.325000,1.668824
11.335000,0.964457
11.345000,0.568902
11.355000,1.223171
11.365000,1.046588
11.375000,0.740030
11.385000,0.956005
11.395000,1.041085
11.405000,0.692840
11.415000,1.642613
11.425000,0.819869
11.435000,0.732285
11.445000,0.559004
11.455000,0.558029
11.465000,0.851653
11.475000,0.818087
11.485000,0.640520
11.495000,0.682033
11.505000,1.803183
11.515000,0.578778
11.525000,2.443614
11.535000,2.217136
11.545000,0.929690
11.555000,0.674969
11.565000,0.985698
11.575000,1.359727
11.585000,1.735087
11.595000,1.001552
11.605000,0.627342
11.615000,0.709764
11.625000,1.185247
11.635000,1.770915
11.645000,1.246079
11.655000,0.663436
11.665000,0.620905
11.675000,0.706362
11.685000,0.614914
11.695000,0.905995
11.705000,1.521116
11.715000,1.190192
11.725000,0.737480
11.735000,0.736224
11.745000,0.408317
11.755000,0.296800
11.765000,0.616753
11.775000,0.591586
11.785000,0.689435
11.795000,0.890698
11.805000,0.970025
11.815000,0.726287
11.825000,1.047308
11.835000,0.884687
11.845000,1.003629
11.855000,0.320620
11.865000,0.720179
11.875000,0.878737
11.885000,0.438629
11.895000,0.597126
11.905000,0.755089
11.915000,1.016668
11.925000,2.476759
11.935000,2.010463
11.945000,1.406326
11.955000,1.354712
11.965000,0.904911
11.975000,1.296183
11.985000,1.960638
11.995000,1.180539
12.005000,0.853702
12.015000,0.907149
12.025000,0.652451
12.035000,0.855527
12.045000,0.776461
12.055000,0.620139
12.065000,0.889973
12.075000,0.472015
12.085000,1.572790
12.095000,1.116580
12.105000,1.037857
12.115000,1.151272
12.125000,0.536374
12.135000,0.611989
12.145000,0.725541
12.155000,0.609977
12.165000,1.413011
12.175000,1.363193
12.185000,0.379361
12.195000,0.757478
12.205000,1.739345
12.215000,1.245749
12.225000,0.562968
12.235000,0.679631
12.245000,1.108174
12.255000,0.918846
12.265000,0.599085
12.275000,0.598109
12.285000,1.343556
12.295000,1.266850
12.305000,0.669596
12.315000,0.742788
12.325000,1.446086
12.335000,1.332685
12.345000,0.702223
12.355000,1.439072
12.365000,0.515755
12.375000,0.367801
12.385000,1.468830
12.395000,1.209830
12.405000,0.439229
12.415000,0.484201
12.425000,1.486751
12.435000,0.947077
12.445000,0.376177
12.455000,1.367266
12.465000,0.797520
12.475000,1.230556
12.485000,1.264720
12.495000,2.020314
